channel_id,video_id,title,published_at,duration,view_count,like_count,comment_count
UCdkv2W-p3wEK5REQHfu7OKA,8QcnRie4EZU,이준석 개혁신당 당대표 화성(을) 출마 기자회견 현장스케치｜2024년 3월 4일(월)｜개혁신당TV,2024-03-07T02:05:39Z,0h 0m 50s,13468,1520,191
UCdkv2W-p3wEK5REQHfu7OKA,EOP26hALzcA,이준석 개혁신당 당대표 금태섭 예비후보 개소식 연설｜2024년 3월 1일(금)｜개혁신당TV,2024-03-06T06:38:59Z,0h 0m 36s,5852,686,53
UCdkv2W-p3wEK5REQHfu7OKA,y1BoS0iGaDg,양향자 개혁신당 원내대표 금태섭 예비후보 개소식 연설｜2024년 3월 1일(금)｜개혁신당TV,2024-03-06T05:48:40Z,0h 0m 29s,4170,498,30
UCdkv2W-p3wEK5REQHfu7OKA,fvjfp0jn_Y4,금태섭 개혁신당 최고위원 개소식 연설｜2024년 3월 1일(금)｜개혁신당TV,2024-03-06T04:33:07Z,0h 0m 40s,4876,501,37
UCdkv2W-p3wEK5REQHfu7OKA,kc7LGsGePUc,제9차 개혁신당 최고위원회의｜2024년 3월 6일｜개혁신당TV,2024-03-06T01:18:07Z,0h 15m 0s,6201,811,152
UCdkv2W-p3wEK5REQHfu7OKA,HVmPsRpnsdo,이준석 대표 화성(을) 출마 기자회견｜2024년 3월 4일(월)｜개혁신당TV,2024-03-05T04:05:11Z,0h 1m 0s,4870,708,102
UCdkv2W-p3wEK5REQHfu7OKA,wvnfLUs30do,제8차 개혁신당 최고위원회의｜2024년 3월 4일｜개혁신당TV,2024-03-04T01:23:42Z,0h 23m 1s,9088,1024,187
UCdkv2W-p3wEK5REQHfu7OKA,lilDasUID9g,제7차 개혁신당 최고위원회의｜2024년 2월 28일｜개혁신당TV,2024-02-28T00:48:17Z,0h 15m 56s,14406,1282,272
UCdkv2W-p3wEK5REQHfu7OKA,tKNXHTOGil0,개혁신당 제1차 공천관리위원회의｜2024년 2월 26일(월)｜개혁신당TV,2024-02-26T06:08:39Z,0h 5m 20s,19588,1390,369
UCdkv2W-p3wEK5REQHfu7OKA,Ga_3cXbuP8g,제6차 개혁신당 최고위원회의｜2024년 2월 23일｜개혁신당TV,2024-02-26T00:52:05Z,0h 22m 48s,8199,913,144
UCdkv2W-p3wEK5REQHfu7OKA,cREbzx69wao,제5차 개혁신당 최고위원회의｜2024년 2월 23일｜개혁신당TV,2024-02-23T00:51:42Z,0h 19m 21s,13860,1456,373
UCdkv2W-p3wEK5REQHfu7OKA,tb_4G6dHH7A,제4차 개혁신당 최고위원회의｜2024년 2월 21일｜개혁신당TV,2024-02-21T00:45:59Z,0h 15m 9s,11444,1108,309
UCdkv2W-p3wEK5REQHfu7OKA,iJ0vyXzNKWo,개혁신당 이준석 대표 관훈클럽초청토론회(24.02.19),2024-02-19T07:57:43Z,1h 46m 52s,6239,865,255
UCdkv2W-p3wEK5REQHfu7OKA,Fr3g4BU8dZY,제3차 개혁신당 최고위원회의｜2024년 2월 19일｜개혁신당TV,2024-02-18T23:28:50Z,0h 26m 44s,10637,678,371
UCdkv2W-p3wEK5REQHfu7OKA,LqjSCqjuq2Q,제2차 개혁신당 최고위원회의｜2024년 2월 14일(수)｜개혁신당TV,2024-02-14T02:19:51Z,0h 19m 30s,6126,576,140
UCdkv2W-p3wEK5REQHfu7OKA,0tLOGA3CwOw,제1차 개혁신당 최고위원회의｜2024년 2월 13일(화)｜개혁신당TV,2024-02-13T01:00:01Z,0h 25m 37s,12584,1274,357
UCdkv2W-p3wEK5REQHfu7OKA,xR7WcztCCa0,"이준석, NeXTSTEP｜노원 현장 LIVE｜여의도재건축조합 LIVE",2023-12-27T06:46:10Z,0h 43m 10s,110301,6226,727
UCdkv2W-p3wEK5REQHfu7OKA,qbzI4dH2YbY,대한민국 정치와 정치개혁  Q&A - 이준석 서울대학교 강연｜2023년 5월 16일,2023-05-24T11:16:33Z,0h 46m 8s,107964,2466,558
UCdkv2W-p3wEK5REQHfu7OKA,A3bMTFsvWIc,대한민국 정치와 정치개혁 - 이준석 서울대학교 강연｜2023년 5월 16일,2023-05-22T09:16:13Z,1h 21m 29s,258917,5390,1275
